control_type,hour,day,intersection_id,intersection_type,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std,vehicle_count,vehicles_waited,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits
traditional,0,0,T1,highway_high,0.0,0.0,inf,0.0,0.0,4306,0,0,0,0,0
traditional,1,0,T1,highway_high,2.0428571428571356,2.199999999999992,1.2999999999999954,2.199999999999992,0.31102201510110233,3830,7,7,4,0,0
traditional,2,0,T1,highway_high,7.340000000000014,12.300000000000031,1.2999999999999954,11.400000000000034,4.965856757230672,3879,15,19,11,1,0
traditional,3,0,T1,highway_high,20.326086956521863,27.300000000000157,11.400000000000034,22.400000000000176,6.364044201695567,3449,23,34,11,12,0
traditional,4,0,T1,highway_high,28.836666666666932,37.400000000000375,22.200000000000173,27.300000000000157,5.641364098238094,4337,30,53,11,24,0
traditional,5,0,T1,highway_high,39.752631578947806,52.40000000000052,25.100000000000342,39.55000000000042,9.716852881303646,7467,38,76,11,43,0
traditional,6,0,T1,highway_high,39.752631578947806,52.40000000000052,25.100000000000342,39.55000000000042,9.716852881303646,9094,38,76,11,43,0
traditional,7,0,T1,highway_high,33.374193548387495,52.40000000000052,1.6000000000001435,42.60000000000046,20.1065703872326,21047,31,103,11,47,0
traditional,8,0,T1,highway_high,8.32285714285723,17.500000000000114,1.6000000000001435,6.800000000000061,6.137942219822359,18298,35,138,15,62,0
traditional,9,0,T1,highway_high,10.711428571428637,17.500000000000114,1.8999999999999932,12.60000000000013,5.250239255967142,7819,35,177,14,47,0
traditional,10,0,T1,highway_high,27.739130434782805,42.60000000000029,12.000000000000043,27.800000000000168,10.47210535413992,15435,46,219,14,89,0
traditional,11,0,T1,highway_high,31.61851851851879,42.60000000000029,15.300000000000129,32.500000000000284,7.8446507859408054,19103,54,266,14,101,0
traditional,12,0,T1,highway_high,45.65846153846202,67.70000000000064,15.300000000000129,47.20000000000054,15.083989395868675,19185,65,315,14,154,0
traditional,13,0,T1,highway_high,45.65846153846202,67.70000000000064,15.300000000000129,47.20000000000054,15.083989395868675,13676,65,315,14,154,0
traditional,14,0,T1,highway_high,43.12280701754433,67.70000000000064,2.200000000000152,49.100000000000534,21.446980874050507,16953,57,370,14,158,0
traditional,15,0,T1,highway_high,15.181034482758756,32.80000000000023,2.200000000000152,14.200000000000124,10.8215375428779,16876,58,431,18,185,0
traditional,16,0,T1,highway_high,16.603448275862192,32.80000000000023,2.499999999999991,14.200000000000124,9.72655386960668,24107,58,498,16,171,0
traditional,17,0,T1,highway_high,34.08472222222247,57.90000000000042,5.499999999999904,32.50000000000025,15.48610183108854,20865,72,566,16,254,0
traditional,18,0,T1,highway_high,36.11000000000029,57.90000000000042,5.499999999999904,37.55000000000037,13.177590826854615,22642,80,641,16,266,0
traditional,19,0,T1,highway_high,52.820879120879646,83.00000000000077,15.300000000000132,53.40000000000053,19.053271280278885,10630,91,716,16,345,0
traditional,20,0,T1,highway_high,52.820879120879646,83.00000000000077,15.300000000000132,53.40000000000053,19.053271280278885,12754,91,716,16,345,0
traditional,21,0,T1,highway_high,51.73012048192824,83.00000000000077,2.8000000000001535,55.70000000000062,23.602464313546598,10808,83,799,16,349,0
traditional,22,0,T1,highway_high,22.866250000000186,48.10000000000034,2.8000000000001535,20.800000000000196,15.09960217812056,4207,80,886,20,374,0
traditional,23,0,T1,highway_high,23.921250000000175,48.10000000000034,3.099999999999989,20.800000000000196,14.028521783762653,4363,80,981,20,358,0
ai,0,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,3677,0,0,0,0,0
ai,1,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,4175,0,0,0,0,0
ai,2,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,4443,0,0,0,0,0
ai,3,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,4034,0,0,0,0,0
ai,4,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,4395,0,0,0,0,0
ai,5,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,8784,0,0,0,0,0
ai,6,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,10326,0,0,0,0,0
ai,7,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,24051,0,0,0,0,0
ai,8,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,27629,0,0,0,0,0
ai,9,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,6223,0,0,0,0,0
ai,10,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,16423,0,0,0,0,0
ai,11,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,19752,0,0,0,0,0
ai,12,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,14556,0,0,0,0,0
ai,13,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,17483,0,0,0,0,0
ai,14,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,15870,0,0,0,0,0
ai,15,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,20448,0,0,0,0,0
ai,16,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,21833,0,0,0,0,0
ai,17,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,21204,0,0,0,0,0
ai,18,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,24716,0,0,0,0,0
ai,19,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,12209,0,0,0,0,0
ai,20,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,11120,0,0,0,0,0
ai,21,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,11110,0,0,0,0,0
ai,22,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,3912,0,0,0,0,0
ai,23,0,A1,highway_high,0.0,0.0,inf,0.0,0.0,4544,0,0,0,0,0
